Accession,Year,Subtype,Host,cluster_name,antigenic_distance,drift_binary_label
BAT21811,2012,H3N2,Human,VI11,12,1
AIU46074,2002,H3N2,Human,SY97,9,1
BAT21765,2013,H3N2,Human,VI11,12,1
BAT21767,2013,H3N2,Human,VI11,12,1
BAT21768,2013,H3N2,Human,VI11,12,1
BAT21779,2013,H3N2,Human,VI11,12,1
BAT21740,2013,H3N2,Human,VI11,12,1
BAT21766,2013,H3N2,Human,VI11,12,1
BAT21770,2013,H3N2,Human,VI11,12,1
BAT21750,2013,H3N2,Human,VI11,12,1
BAT21762,2013,H3N2,Human,VI11,12,1
BAV13643,2014,H3N2,Human,VI11,12,1
BAU36358,2013,H3N2,Human,VI11,12,1
BAU36344,2014,H3N2,Human,VI11,12,1
BAU36345,2014,H3N2,Human,VI11,12,1
BAV13647,2015,H3N2,Human,SW13,13,1
BAV13656,2015,H3N2,Human,SW13,13,1
BAV13658,2015,H3N2,Human,SW13,13,1
BAV13667,2015,H3N2,Human,SW13,13,1
BAV13668,2015,H3N2,Human,SW13,13,1
BAV13638,2014,H3N2,Human,VI11,12,1
BAV13669,2015,H3N2,Human,SW13,13,1
BAV13670,2015,H3N2,Human,SW13,13,1
BAU36366,2014,H3N2,Human,VI11,12,1
BAV13639,2014,H3N2,Human,VI11,12,1
BAV13640,2014,H3N2,Human,VI11,12,1
BAV13641,2014,H3N2,Human,VI11,12,1
BAU36357,2013,H3N2,Human,VI11,12,1
BAT21826,2011,H3N2,Human,PE09,11,1
BAT21825,2012,H3N2,Human,VI11,12,1
AGN69456,2012,H3N2,Human,VI11,12,1
ARC52968,2016,H3N2,Human,SW13,13,1
AJK03077,2010,H3N2,Human,PE09,11,1
AJK01646,2007,H3N2,Human,FU02,10,1
AFH00439,1996,H3N2,Human,WU95,8,0
AFG72118,1989,H3N2,Human,SI87,5,0
AFG99523,1991,H3N2,Human,BE89,6,0
AFH00384,1995,H3N2,Human,BE92,7,0
ACN32534,2003,H3N2,Human,FU02,10,1
ABW23246,2007,H3N2,Human,FU02,10,1
ACD47227,2008,H3N2,Human,FU02,10,1
AGK74353,2011,H3N2,Human,PE09,11,1
ALH33686,2015,H3N2,Human,SW13,13,1
ARD25833,2017,H3N2,Human,SW13,13,1
QCG84397,2019,H3N2,Human,HK14,14,1
ACA33695,2007,H3N2,Human,FU02,10,1
AGF68845,2009,H3N2,Human,PE09,11,1
ALH33679,2015,H3N2,Human,SW13,13,1
ACA33686,2007,H3N2,Human,FU02,10,1
ALH33159,2015,H3N2,Human,SW13,13,1
ARS00089,2017,H3N2,Human,SW13,13,1
ARS00101,2017,H3N2,Human,SW13,13,1
QDX12249,2019,H3N2,Human,HK14,14,1
QDX12261,2019,H3N2,Human,HK14,14,1
ATP80089,2017,H3N2,Human,SW13,13,1
AYN08047,2018,H3N2,Human,HK14,14,1
ATP80053,2017,H3N2,Human,SW13,13,1
AGZ60563,2012,H3N2,Human,VI11,12,1
QDX12309,2019,H3N2,Human,HK14,14,1
AGK73855,2010,H3N2,Human,PE09,11,1
ALH30181,2014,H3N2,Human,VI11,12,1
AGK73869,2010,H3N2,Human,PE09,11,1
ALH30168,2014,H3N2,Human,VI11,12,1
AGK73910,2010,H3N2,Human,PE09,11,1
AXF93170,2017,H3N2,Human,SW13,13,1
QDE06804,2019,H3N2,Human,HK14,14,1
QDQ44425,2019,H3N2,Human,HK14,14,1
AOT88823,2016,H3N2,Human,SW13,13,1
AJK02927,2010,H3N2,Human,PE09,11,1
ALH31879,2014,H3N2,Human,VI11,12,1
AOT88835,2016,H3N2,Human,SW13,13,1
AGF44950,2012,H3N2,Human,VI11,12,1
QBS20079,2018,H3N2,Human,HK14,14,1
QBS21137,2018,H3N2,Human,HK14,14,1
ANM97197,2016,H3N2,Human,SW13,13,1
ALH32767,2014,H3N2,Human,VI11,12,1
QCG83729,2018,H3N2,Human,HK14,14,1
QBP38436,2018,H3N2,Human,HK14,14,1
AIT16769,2014,H3N2,Human,VI11,12,1
ALA08511,2014,H3N2,Human,VI11,12,1
ALA08518,2014,H3N2,Human,VI11,12,1
ALA08520,2014,H3N2,Human,VI11,12,1
ALA08522,2014,H3N2,Human,VI11,12,1
ALA08523,2014,H3N2,Human,VI11,12,1
ALA08524,2014,H3N2,Human,VI11,12,1
ALA08531,2014,H3N2,Human,VI11,12,1
QBP38460,2018,H3N2,Human,HK14,14,1
ALA08597,2014,H3N2,Human,VI11,12,1
ALA08598,2014,H3N2,Human,VI11,12,1
ALA08600,2014,H3N2,Human,VI11,12,1
ALA08602,2014,H3N2,Human,VI11,12,1
ALA08604,2014,H3N2,Human,VI11,12,1
ALE31648,2014,H3N2,Human,VI11,12,1
ALE31651,2014,H3N2,Human,VI11,12,1
ALE31652,2014,H3N2,Human,VI11,12,1
ALE31656,2015,H3N2,Human,SW13,13,1
QIJ25939,2019,H3N2,Human,HK14,14,1
ALE31804,2015,H3N2,Human,SW13,13,1
ALE31900,2015,H3N2,Human,SW13,13,1
ALE31902,2015,H3N2,Human,SW13,13,1
ALE32014,2015,H3N2,Human,SW13,13,1
AIT16770,2014,H3N2,Human,VI11,12,1
AOT89279,2016,H3N2,Human,SW13,13,1
AIT16773,2014,H3N2,Human,VI11,12,1
ATD10929,2017,H3N2,Human,SW13,13,1
AOT89207,2016,H3N2,Human,SW13,13,1
AKS48004,2015,H3N2,Human,SW13,13,1
ATD11097,2017,H3N2,Human,SW13,13,1
ATD11098,2017,H3N2,Human,SW13,13,1
ATD11144,2017,H3N2,Human,SW13,13,1
ATD11145,2017,H3N2,Human,SW13,13,1
ATD11271,2017,H3N2,Human,SW13,13,1
AQI12950,2016,H3N2,Human,SW13,13,1
AQI12962,2016,H3N2,Human,SW13,13,1
AXP19290,2018,H3N2,Human,HK14,14,1
QBS18418,2019,H3N2,Human,HK14,14,1
QBX92141,2019,H3N2,Human,HK14,14,1
QBZ79379,2019,H3N2,Human,HK14,14,1
QCH42176,2019,H3N2,Human,HK14,14,1
QCP66935,2019,H3N2,Human,HK14,14,1
QDK57519,2019,H3N2,Human,HK14,14,1
QCT08608,2019,H3N2,Human,HK14,14,1
QEH04794,2017,H3N2,Human,SW13,13,1
QEH00033,2017,H3N2,Human,SW13,13,1
QEH00035,2017,H3N2,Human,SW13,13,1
AEG64856,1999,H3N2,Human,SY97,9,1
AEG65164,2002,H3N2,Human,SY97,9,1
AEI54358,2003,H3N2,Human,FU02,10,1
AEG64977,2004,H3N2,Human,FU02,10,1
AEG65186,2005,H3N2,Human,FU02,10,1
AID57898,2013,H3N2,Human,VI11,12,1
AZY87038,2018,H3N2,Human,HK14,14,1
QAB03197,2018,H3N2,Human,HK14,14,1
QAB03199,2018,H3N2,Human,HK14,14,1
QAB03207,2018,H3N2,Human,HK14,14,1
QAB04152,2018,H3N2,Human,HK14,14,1
QBA98527,2018,H3N2,Human,HK14,14,1
QBA98609,2018,H3N2,Human,HK14,14,1
QBA98632,2018,H3N2,Human,HK14,14,1
QBA98136,2018,H3N2,Human,HK14,14,1
QCP66947,2019,H3N2,Human,HK14,14,1
QCP66959,2019,H3N2,Human,HK14,14,1
QCP66406,2019,H3N2,Human,HK14,14,1
QCQ18410,2019,H3N2,Human,HK14,14,1
QCQ18416,2019,H3N2,Human,HK14,14,1
QDK57672,2019,H3N2,Human,HK14,14,1
QCT08111,2019,H3N2,Human,HK14,14,1
QCT08632,2019,H3N2,Human,HK14,14,1
QCT08692,2019,H3N2,Human,HK14,14,1
QDC20015,2019,H3N2,Human,HK14,14,1
QDC19548,2019,H3N2,Human,HK14,14,1
QDC19551,2019,H3N2,Human,HK14,14,1
QDC19555,2019,H3N2,Human,HK14,14,1
QDD56744,2019,H3N2,Human,HK14,14,1
QDD56756,2019,H3N2,Human,HK14,14,1
QDD56768,2019,H3N2,Human,HK14,14,1
QDD56791,2019,H3N2,Human,HK14,14,1
AGK63031,2012,H3N2,Human,VI11,12,1
AGK63033,2012,H3N2,Human,VI11,12,1
APO40385,2016,H3N2,Human,SW13,13,1
AGK62995,2012,H3N2,Human,VI11,12,1
BAT21784,2011,H3N2,Human,PE09,11,1
BAT21773,2013,H3N2,Human,VI11,12,1
BAT21772,2013,H3N2,Human,VI11,12,1
BAT21755,2013,H3N2,Human,VI11,12,1
BAV13659,2015,H3N2,Human,SW13,13,1
BAU36364,2014,H3N2,Human,VI11,12,1
BAU36349,2014,H3N2,Human,VI11,12,1
BAV13672,2015,H3N2,Human,SW13,13,1
QDP69554,2017,H3N2,Avian,SW13,13,1
AGB97280,2012,H3N2,Human,VI11,12,1
AGB97288,2012,H3N2,Human,VI11,12,1
AGL09754,2012,H3N2,Human,VI11,12,1
AGQ16346,2013,H3N2,Human,VI11,12,1
AHV83953,2013,H3N2,Human,VI11,12,1
ALA08480,2014,H3N2,Human,VI11,12,1
ALA08488,2014,H3N2,Human,VI11,12,1
QAB04154,2018,H3N2,Human,HK14,14,1
QBA98769,2018,H3N2,Human,HK14,14,1
QBM12560,2018,H3N2,Human,HK14,14,1
QBH70355,2019,H3N2,Human,HK14,14,1
QBH71231,2019,H3N2,Human,HK14,14,1
QCH42200,2019,H3N2,Human,HK14,14,1
AEK28938,2009,H3N2,Human,PE09,11,1
AEK28982,2009,H3N2,Human,PE09,11,1
ABC67565,1972,H3N2,Human,HK68,0,0
AJK03575,2009,H3N2,Human,PE09,11,1
AEK98374,2007,H3N2,Human,FU02,10,1
ACH69569,2005,H3N2,Human,FU02,10,1
ACH69558,2005,H3N2,Human,FU02,10,1
AIJ29349,2012,H3N2,Human,VI11,12,1
AEK98376,2009,H3N2,Human,PE09,11,1
ARX97105,2013,H3N2,Human,VI11,12,1
AIJ29351,2012,H3N2,Human,VI11,12,1
AEK98378,2007,H3N2,Human,FU02,10,1
AIJ29355,2011,H3N2,Human,PE09,11,1
AIJ29359,2011,H3N2,Human,PE09,11,1
AFH00087,1993,H3N2,Human,BE92,7,0
ARV89925,2016,H3N2,Human,SW13,13,1
AEK98382,2007,H3N2,Human,FU02,10,1
AEK98386,2010,H3N2,Human,PE09,11,1
ARX97106,2013,H3N2,Human,VI11,12,1
ARX97107,2013,H3N2,Human,VI11,12,1
AEK98390,2010,H3N2,Human,PE09,11,1
AEK98392,2010,H3N2,Human,PE09,11,1
AEK98396,2009,H3N2,Human,PE09,11,1
ARX97109,2013,H3N2,Human,VI11,12,1
AEK98398,2009,H3N2,Human,PE09,11,1
AEK98400,2008,H3N2,Human,FU02,10,1
ARV89911,2015,H3N2,Human,SW13,13,1
AEK98402,2009,H3N2,Human,PE09,11,1
AEK98404,2008,H3N2,Human,FU02,10,1
ARV89917,2015,H3N2,Human,SW13,13,1
ARV89905,2014,H3N2,Human,VI11,12,1
ARV89906,2014,H3N2,Human,VI11,12,1
ARV89920,2015,H3N2,Human,SW13,13,1
ARV89921,2015,H3N2,Human,SW13,13,1
ARV89922,2015,H3N2,Human,SW13,13,1
ARV89908,2014,H3N2,Human,VI11,12,1
ARV89907,2014,H3N2,Human,VI11,12,1
ARV89910,2015,H3N2,Human,SW13,13,1
ARV89909,2014,H3N2,Human,VI11,12,1
ARV89912,2015,H3N2,Human,SW13,13,1
ARX97103,2013,H3N2,Human,VI11,12,1
AIJ29361,2012,H3N2,Human,VI11,12,1
AHL58830,2008,H3N2,Human,FU02,10,1
AYP64547,2017,H3N2,Human,SW13,13,1
AFG99182,1985,H3N2,Human,BK79,4,0
BAT21808,2012,H3N2,Human,VI11,12,1
BAT21747,2012,H3N2,Human,VI11,12,1
BAT21741,2012,H3N2,Human,VI11,12,1
BAT21746,2012,H3N2,Human,VI11,12,1
BAT21745,2013,H3N2,Human,VI11,12,1
BAV13642,2014,H3N2,Human,VI11,12,1
BAV13633,2014,H3N2,Human,VI11,12,1
BAV13630,2014,H3N2,Human,VI11,12,1
BAV13632,2014,H3N2,Human,VI11,12,1
AZK15965,2017,H3N2,Human,SW13,13,1
AQN74165,2016,H3N2,Human,SW13,13,1
AEX36333,2007,H3N2,Human,FU02,10,1
AEX35219,2001,H3N2,Human,SY97,9,1
AEX35329,2004,H3N2,Human,FU02,10,1
AEX33453,2003,H3N2,Human,FU02,10,1
AEX33957,2007,H3N2,Human,FU02,10,1
AEX35615,2007,H3N2,Human,FU02,10,1
AEX35637,2007,H3N2,Human,FU02,10,1
AEX35428,2004,H3N2,Human,FU02,10,1
AEX35340,2004,H3N2,Human,FU02,10,1
AEX33968,2007,H3N2,Human,FU02,10,1
AEX33979,2007,H3N2,Human,FU02,10,1
AEX36102,2007,H3N2,Human,FU02,10,1
AEX33990,2007,H3N2,Human,FU02,10,1
AEX33541,2004,H3N2,Human,FU02,10,1
AEX33574,2004,H3N2,Human,FU02,10,1
AEX35384,2004,H3N2,Human,FU02,10,1
AEX35307,2003,H3N2,Human,FU02,10,1
AEX34055,2007,H3N2,Human,FU02,10,1
AEX34066,2007,H3N2,Human,FU02,10,1
AEX34089,2007,H3N2,Human,FU02,10,1
AEX36234,2007,H3N2,Human,FU02,10,1
AEX36245,2007,H3N2,Human,FU02,10,1
AEX36256,2007,H3N2,Human,FU02,10,1
AEX34100,2007,H3N2,Human,FU02,10,1
AEX36278,2007,H3N2,Human,FU02,10,1
AEX36300,2007,H3N2,Human,FU02,10,1
AEX36311,2007,H3N2,Human,FU02,10,1
AEX34134,2007,H3N2,Human,FU02,10,1
AEX36322,2007,H3N2,Human,FU02,10,1
AEX36344,2007,H3N2,Human,FU02,10,1
AEX34156,2007,H3N2,Human,FU02,10,1
AEX36355,2007,H3N2,Human,FU02,10,1
AEX36366,2007,H3N2,Human,FU02,10,1
AEX36388,2007,H3N2,Human,FU02,10,1
AEX36399,2007,H3N2,Human,FU02,10,1
AEX36410,2007,H3N2,Human,FU02,10,1
AEX34210,2007,H3N2,Human,FU02,10,1
AEX36476,2007,H3N2,Human,FU02,10,1
AEX34221,2007,H3N2,Human,FU02,10,1
AEX34232,2007,H3N2,Human,FU02,10,1
ADM53355,2010,H3N2,Human,PE09,11,1
ADM53354,2009,H3N2,Human,PE09,11,1
AIJ10729,2010,H3N2,Human,PE09,11,1
AIJ10732,2010,H3N2,Human,PE09,11,1
AIJ10733,2010,H3N2,Human,PE09,11,1
AIJ10734,2010,H3N2,Human,PE09,11,1
AIJ10735,2010,H3N2,Human,PE09,11,1
AIJ10739,2012,H3N2,Human,VI11,12,1
AIJ10742,2012,H3N2,Human,VI11,12,1
AIJ10755,2013,H3N2,Human,VI11,12,1
AIJ10757,2013,H3N2,Human,VI11,12,1
AIJ10748,2012,H3N2,Human,VI11,12,1
AIJ10750,2012,H3N2,Human,VI11,12,1
AIJ10760,2013,H3N2,Human,VI11,12,1
AIJ10761,2013,H3N2,Human,VI11,12,1
AIJ10769,2013,H3N2,Human,VI11,12,1
AIJ10774,2013,H3N2,Human,VI11,12,1
AIJ10775,2013,H3N2,Human,VI11,12,1
AIJ10776,2013,H3N2,Human,VI11,12,1
AIJ10780,2013,H3N2,Human,VI11,12,1
AIJ10787,2013,H3N2,Human,VI11,12,1
AIJ10736,2012,H3N2,Human,VI11,12,1
AIJ10738,2012,H3N2,Human,VI11,12,1
AIJ10743,2012,H3N2,Human,VI11,12,1
AIJ10753,2013,H3N2,Human,VI11,12,1
AIJ10768,2013,H3N2,Human,VI11,12,1
AIJ10792,2013,H3N2,Human,VI11,12,1
AIJ10737,2012,H3N2,Human,VI11,12,1
AIU46089,2008,H3N2,Human,FU02,10,1
AIU46090,2008,H3N2,Human,FU02,10,1
AIU46092,2009,H3N2,Human,PE09,11,1
AIU46097,2010,H3N2,Human,PE09,11,1
AEX35395,2004,H3N2,Human,FU02,10,1
AIU46099,2010,H3N2,Human,PE09,11,1
AFM72142,1992,H3N2,Human,BE89,6,0
AHD25317,2013,H3N2,Human,VI11,12,1
AHD25309,2012,H3N2,Human,VI11,12,1
ASK81113,2017,H3N2,Human,SW13,13,1
AGL07168,2012,H3N2,Human,VI11,12,1
AGZ60815,2013,H3N2,Human,VI11,12,1
AIE09730,2014,H3N2,Human,VI11,12,1
AQW37093,2017,H3N2,Human,SW13,13,1
ACD85620,2008,H3N2,Human,FU02,10,1
ANM98139,2016,H3N2,Human,SW13,13,1
AGK74518,2011,H3N2,Human,PE09,11,1
ACT67793,2009,H3N2,Human,PE09,11,1
ABU50557,2006,H3N2,Human,FU02,10,1
ACT67781,2009,H3N2,Human,PE09,11,1
ABU50580,2006,H3N2,Human,FU02,10,1
ALH35750,2015,H3N2,Human,SW13,13,1
AGL06418,2011,H3N2,Human,PE09,11,1
ARD26567,2017,H3N2,Human,SW13,13,1
ACT67787,2009,H3N2,Human,PE09,11,1
AQI21350,2016,H3N2,Human,SW13,13,1
AQW37081,2016,H3N2,Human,SW13,13,1
ARD26579,2017,H3N2,Human,SW13,13,1
ACA33684,2007,H3N2,Human,FU02,10,1
ALH35408,2015,H3N2,Human,SW13,13,1
APB91206,2015,H3N2,Human,SW13,13,1
ACA33700,2007,H3N2,Human,FU02,10,1
ANN00179,2016,H3N2,Human,SW13,13,1
AXY84437,2018,H3N2,Human,HK14,14,1
AGK73824,2010,H3N2,Human,PE09,11,1
ALH35434,2015,H3N2,Human,SW13,13,1
ARO43991,2017,H3N2,Human,SW13,13,1
APB91214,2015,H3N2,Human,SW13,13,1
ASU07091,2017,H3N2,Human,SW13,13,1
AGK73976,2010,H3N2,Human,PE09,11,1
ASB16261,2017,H3N2,Human,SW13,13,1
AXY84461,2018,H3N2,Human,HK14,14,1
APB89700,2015,H3N2,Human,SW13,13,1
ANN00947,2016,H3N2,Human,SW13,13,1
ASK81762,2017,H3N2,Human,SW13,13,1
QJX57784,2020,H3N2,Human,HK14,14,1
AGL06095,2012,H3N2,Human,VI11,12,1
AGL07410,2012,H3N2,Human,VI11,12,1
AGL06913,2012,H3N2,Human,VI11,12,1
QDX12429,2019,H3N2,Human,HK14,14,1
AGZ60972,2012,H3N2,Human,VI11,12,1
AGZ60975,2012,H3N2,Human,VI11,12,1
AGZ61481,2012,H3N2,Human,VI11,12,1
AGZ61288,2012,H3N2,Human,VI11,12,1
QED95226,2019,H3N2,Human,HK14,14,1
AGF68770,2009,H3N2,Human,PE09,11,1
APB90838,2015,H3N2,Human,SW13,13,1
APB90522,2015,H3N2,Human,SW13,13,1
ALH36797,2015,H3N2,Human,SW13,13,1
ANN02505,2016,H3N2,Human,SW13,13,1
QDQ44444,2019,H3N2,Human,HK14,14,1
AHE37988,2013,H3N2,Human,VI11,12,1
AKC43711,2014,H3N2,Human,VI11,12,1
AXB51815,2018,H3N2,Human,HK14,14,1
QEN97182,2019,H3N2,Human,HK14,14,1
AKC43759,2014,H3N2,Human,VI11,12,1
QDQ44468,2019,H3N2,Human,HK14,14,1
QEN97197,2019,H3N2,Human,HK14,14,1
APB89476,2015,H3N2,Human,SW13,13,1
ATD52118,2017,H3N2,Human,SW13,13,1
AXL27853,2018,H3N2,Human,HK14,14,1
QEN97221,2019,H3N2,Human,HK14,14,1
AKC43639,2014,H3N2,Human,VI11,12,1
AWX42102,2017,H3N2,Human,SW13,13,1
AXQ12635,2018,H3N2,Human,HK14,14,1
AYG77485,2018,H3N2,Human,HK14,14,1
AKC43651,2014,H3N2,Human,VI11,12,1
AXY84492,2018,H3N2,Human,HK14,14,1
ALE32019,2015,H3N2,Human,SW13,13,1
ALE32024,2015,H3N2,Human,SW13,13,1
ACM51243,2008,H3N2,Human,FU02,10,1
AYN08071,2018,H3N2,Human,HK14,14,1
ALN39673,2015,H3N2,Human,SW13,13,1
AZK12222,2018,H3N2,Human,HK14,14,1
ATX61480,2017,H3N2,Human,SW13,13,1
QFZ88495,2019,H3N2,Human,HK14,14,1
ATX61492,2017,H3N2,Human,SW13,13,1
AZK12005,2018,H3N2,Human,HK14,14,1
AYW00241,2018,H3N2,Human,HK14,14,1
AOT89171,2016,H3N2,Human,SW13,13,1
AUH30679,2017,H3N2,Human,SW13,13,1
AUM85446,2017,H3N2,Human,SW13,13,1
AOT88919,2016,H3N2,Human,SW13,13,1
AOT89699,2016,H3N2,Human,SW13,13,1
ATD11102,2017,H3N2,Human,SW13,13,1
ATD11104,2017,H3N2,Human,SW13,13,1
ATD11105,2017,H3N2,Human,SW13,13,1
ATD11108,2017,H3N2,Human,SW13,13,1
AZL96868,2018,H3N2,Human,HK14,14,1
ATD11276,2017,H3N2,Human,SW13,13,1
AOT88967,2016,H3N2,Human,SW13,13,1
AZS63666,2018,H3N2,Human,HK14,14,1
ALH33024,2014,H3N2,Human,VI11,12,1
AMB69632,2015,H3N2,Human,SW13,13,1
QGW43907,2019,H3N2,Human,HK14,14,1
AOZ81775,2016,H3N2,Human,SW13,13,1
AMB69667,2015,H3N2,Human,SW13,13,1
AMB70792,2015,H3N2,Human,SW13,13,1
AZY87040,2018,H3N2,Human,HK14,14,1
AZY87043,2018,H3N2,Human,HK14,14,1
AMB71097,2015,H3N2,Human,SW13,13,1
AMB71153,2015,H3N2,Human,SW13,13,1
APC59094,2016,H3N2,Human,SW13,13,1
QBL91511,2018,H3N2,Human,HK14,14,1
QHA78716,2019,H3N2,Human,HK14,14,1
QBA98781,2018,H3N2,Human,HK14,14,1
APC59166,2016,H3N2,Human,SW13,13,1
APC59130,2016,H3N2,Human,SW13,13,1
ANM97647,2015,H3N2,Human,SW13,13,1
QBS21173,2018,H3N2,Human,HK14,14,1
APH10961,2016,H3N2,Human,SW13,13,1
QIA55283,2019,H3N2,Human,HK14,14,1
APW81237,2016,H3N2,Human,SW13,13,1
AJK02499,2010,H3N2,Human,PE09,11,1
AJK01983,2007,H3N2,Human,FU02,10,1
AJK01109,2011,H3N2,Human,PE09,11,1
AJK01439,2011,H3N2,Human,PE09,11,1
AJK00532,2010,H3N2,Human,PE09,11,1
AJK02445,2011,H3N2,Human,PE09,11,1
AJK03108,2010,H3N2,Human,PE09,11,1
AJK02571,2011,H3N2,Human,PE09,11,1
AJK03048,2009,H3N2,Human,PE09,11,1
AHA98531,2013,H3N2,Human,VI11,12,1
AHA98509,2013,H3N2,Human,VI11,12,1
AHA98498,2013,H3N2,Human,VI11,12,1
AHA98464,2013,H3N2,Human,VI11,12,1
AHA98453,2013,H3N2,Human,VI11,12,1
AHA98442,2013,H3N2,Human,VI11,12,1
AHA98430,2013,H3N2,Human,VI11,12,1
ABX79354,2005,H3N2,Human,FU02,10,1
AID70458,2010,H3N2,Human,PE09,11,1
AID70459,2010,H3N2,Human,PE09,11,1
AID70460,2010,H3N2,Human,PE09,11,1
AID70461,2010,H3N2,Human,PE09,11,1
AID70462,2010,H3N2,Human,PE09,11,1
AID70463,2010,H3N2,Human,PE09,11,1
AID70465,2010,H3N2,Human,PE09,11,1
AID70466,2010,H3N2,Human,PE09,11,1
AID70467,2010,H3N2,Human,PE09,11,1
AID70468,2010,H3N2,Human,PE09,11,1
AID70469,2010,H3N2,Human,PE09,11,1
AID70470,2010,H3N2,Human,PE09,11,1
AID70471,2010,H3N2,Human,PE09,11,1
AID70472,2010,H3N2,Human,PE09,11,1
AID70473,2010,H3N2,Human,PE09,11,1
AID70474,2010,H3N2,Human,PE09,11,1
AID70475,2010,H3N2,Human,PE09,11,1
AID70476,2010,H3N2,Human,PE09,11,1
AID70477,2010,H3N2,Human,PE09,11,1
AID70478,2010,H3N2,Human,PE09,11,1
AEX34012,2007,H3N2,Human,FU02,10,1
BAQ58299,2014,H3N2,Human,VI11,12,1
BAV13628,2014,H3N2,Human,VI11,12,1
BAU36337,2014,H3N2,Human,VI11,12,1
QID02501,2018,H3N2,Human,HK14,14,1
QID02503,2018,H3N2,Human,HK14,14,1
QID02509,2019,H3N2,Human,HK14,14,1
QID02524,2019,H3N2,Human,HK14,14,1
QID02525,2019,H3N2,Human,HK14,14,1
QEP99693,2012,H3N2,Human,VI11,12,1
ACI25746,1968,H3N2,Human,HK68,0,0
ACI25757,1968,H3N2,Human,HK68,0,0
ACI25768,1968,H3N2,Human,HK68,0,0
ACI25779,1968,H3N2,Human,HK68,0,0
ACI25790,1968,H3N2,Human,HK68,0,0
ACF22309,1968,H3N2,Human,HK68,0,0
ACF22331,1968,H3N2,Human,HK68,0,0
ACI25801,1968,H3N2,Human,HK68,0,0
ACF22353,1968,H3N2,Human,HK68,0,0
ACF22375,1968,H3N2,Human,HK68,0,0
ACF22386,1968,H3N2,Human,HK68,0,0
ACF22397,1968,H3N2,Human,HK68,0,0
AAT64734,1989,H3N2,Human,SI87,5,0
AFG72129,1989,H3N2,Human,SI87,5,0
AFG72515,1994,H3N2,Human,BE92,7,0
AFG72691,1997,H3N2,Human,WU95,8,0
AJK03408,2008,H3N2,Human,FU02,10,1
AFG71942,1971,H3N2,Human,HK68,0,0
ABB04338,1973,H3N2,Human,EN72,1,0
AAK63817,1999,H3N2,Human,SY97,9,1
AAK63818,1999,H3N2,Human,SY97,9,1
AAK62040,1999,H3N2,Human,SY97,9,1
AAK63819,1999,H3N2,Human,SY97,9,1
AAK63821,1999,H3N2,Human,SY97,9,1
AAK63822,1999,H3N2,Human,SY97,9,1
AAK62042,1999,H3N2,Human,SY97,9,1
ABB04294,1974,H3N2,Human,EN72,1,0
ABB79788,1983,H3N2,Human,BK79,4,0
ABB04906,1992,H3N2,Human,BE89,6,0
ALM05999,2011,H3N2,Human,PE09,11,1
AJK01737,2008,H3N2,Human,FU02,10,1
AJK01628,2008,H3N2,Human,FU02,10,1
AJK03390,2008,H3N2,Human,FU02,10,1
AJK02219,2010,H3N2,Human,PE09,11,1
AJK02926,2010,H3N2,Human,PE09,11,1
AJK01228,2008,H3N2,Human,FU02,10,1
AJK02624,2008,H3N2,Human,FU02,10,1
ABB04316,1988,H3N2,Human,SI87,5,0
AFG72526,1994,H3N2,Human,BE92,7,0
AFH00450,1996,H3N2,Human,WU95,8,0
AJK01595,2009,H3N2,Human,PE09,11,1
AJK01690,2010,H3N2,Human,PE09,11,1
ABV45655,2006,H3N2,Human,FU02,10,1
AJK02833,2008,H3N2,Human,FU02,10,1
ABB04327,1985,H3N2,Human,BK79,4,0
AJK01174,2007,H3N2,Human,FU02,10,1
ABB04917,1983,H3N2,Human,BK79,4,0
AJK01618,2009,H3N2,Human,PE09,11,1
ABB80034,1969,H3N2,Human,HK68,0,0
AFH00395,1995,H3N2,Human,BE92,7,0
AJK03088,2008,H3N2,Human,FU02,10,1
AJK02627,2008,H3N2,Human,FU02,10,1
AJK00663,2010,H3N2,Human,PE09,11,1
AJK02951,2010,H3N2,Human,PE09,11,1
ABD60790,1973,H3N2,Human,EN72,1,0
AJK02141,2009,H3N2,Human,PE09,11,1
AJK01988,2009,H3N2,Human,PE09,11,1
AFH00472,1996,H3N2,Human,WU95,8,0
AJK00631,2010,H3N2,Human,PE09,11,1
AFH00483,1996,H3N2,Human,WU95,8,0
AJK02773,2010,H3N2,Human,PE09,11,1
AFG72603,1995,H3N2,Human,BE92,7,0
AJK03469,2008,H3N2,Human,FU02,10,1
AJK03389,2008,H3N2,Human,FU02,10,1
ABB79799,1984,H3N2,Human,BK79,4,0
AFH00461,1996,H3N2,Human,WU95,8,0
ABB04928,1975,H3N2,Human,EN72,1,0
AFH00494,1996,H3N2,Human,WU95,8,0
AJK01671,2009,H3N2,Human,PE09,11,1
ABB82227,1971,H3N2,Human,HK68,0,0
ABB04283,1980,H3N2,Human,BK79,4,0
ABC40619,1974,H3N2,Human,EN72,1,0
AFH00406,1995,H3N2,Human,BE92,7,0
ABB04939,1983,H3N2,Human,BK79,4,0
ABB80023,1972,H3N2,Human,HK68,0,0
AFG72614,1995,H3N2,Human,BE92,7,0
AFH00329,1994,H3N2,Human,BE92,7,0
ABB04371,1972,H3N2,Human,HK68,0,0
ABB04305,1985,H3N2,Human,BK79,4,0
ABQ97200,1968,H3N2,Human,HK68,0,0
AJK02727,2010,H3N2,Human,PE09,11,1
